Year,Program,Six Digit,Program Category,Four Digit,Program Family,Two Digit,Institution Type,Institution,Campus,County,FIPS,Certificate,Diploma,Total Awards
2019-20,Computer Systems Networking and Telecommunications,11.0901,Computer Systems Networking and Telecommunications,11.09,Computer and Information Sciences and Support Services,11,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,10,10
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,8,8,16
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,1,10,11
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,7,4,11
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,11,11
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,6,7,13
2019-20,Pharmacy Technician/Assistant,51.0805,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,10,10
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,38,38
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,5,16,21
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,ChSCC - West Campus,"Hamilton County, Tennessee",47065,0,12,12
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Chattanooga,ChSCC - West Campus,"Hamilton County, Tennessee",47065,3,11,14
2019-20,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,Ground Transportation,49.02,Transportation and Materials Moving,49,TCAT,Chattanooga,Kansita Building,"Hamilton County, Tennessee",47065,96,0,96
2019-20,"Applied Horticulture/Horticulture Operations, General",01.0601,Applied Horticulture and Horticultural Business Services,01.06,Agricultural/Animal/Plant/Veterinary Science and Related Fields,01,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,3,7,10
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,38,38
2019-20,Barbering/Barber,12.0402,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,11,11
2019-20,"Cosmetology and Related Personal Grooming Arts, Other",12.0499,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,15,15
2019-20,"Electrical and Power Transmission Installation/Installer, General",46.0301,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,49,49
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,21,32,53
2019-20,Heavy Equipment Maintenance Technology/Technician,47.0302,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,5,5
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,29,29
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,5,26,31
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,20,10,30
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,15,15
2019-20,Motorcycle Maintenance and Repair Technology/Technician,47.0611,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,9,9,18
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,14,14
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,9,40,49
2019-20,Medical/Clinical Assistant,51.0801,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,24,24
2019-20,Surgical Technology/Technologist,51.0909,"Allied Health Diagnostic, Intervention, and Treatment Professions",51.09,Health Professions and Related Programs,51,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,19,19
2019-20,Massage Therapy/Therapeutic Massage,51.3501,Somatic Bodywork and Related Therapeutic Services,51.35,Health Professions and Related Programs,51,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,28,0,28
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,32,32
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,15,15
2019-20,Business/Office Automation/Technology/Data Entry,52.0407,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,16,29,45
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Chattanooga,Suburban Manufacturing,"Hamilton County, Tennessee",47065,2,4,6
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,10,1,11
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,6,0,6
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,21,7,28
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,1,0,1
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,0,10,10
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,7,19,26
2019-20,Dental Assisting/Assistant,51.0601,Dental Support Services and Allied Professions,51.06,Health Professions and Related Programs,51,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,0,14,14
2019-20,Pharmacy Technician/Assistant,51.0805,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,0,7,7
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,0,16,16
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Covington,Main Campus,"Tipton County, Tennessee",47167,17,11,28
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,5,8,13
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,2,15,17
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,1,9,10
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,4,9,13
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,5,13,18
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,2,3,5
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,4,9,13
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,3,14,17
2019-20,Motorcycle Maintenance and Repair Technology/Technician,47.0611,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,7,8,15
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,5,6,11
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,6,36,42
2019-20,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,Ground Transportation,49.02,Transportation and Materials Moving,49,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,44,0,44
2019-20,Surgical Technology/Technologist,51.0909,"Allied Health Diagnostic, Intervention, and Treatment Professions",51.09,Health Professions and Related Programs,51,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,0,8,8
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,0,43,43
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,7,19,26
2019-20,Hotel/Motel Administration/Management,52.0904,Hospitality Administration/Management,52.09,"Business, Management, Marketing, and Related Support Services",52,TCAT,Crossville,Main Campus,"Cumberland County, Tennessee",47035,0,3,3
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Crump,Chester County High School,"Chester County, Tennessee",47023,1,1,2
2019-20,Health Information/Medical Records Technology/Technician,51.0707,Health and Medical Administrative Services,51.07,Health Professions and Related Programs,51,TCAT,Crump,Clifton Instructional Service Center,"Wayne County, Tennessee",47181,4,3,7
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Crump,Henderson/Chester County's ISC,"Chester County, Tennessee",47023,0,11,11
2019-20,Health Information/Medical Records Technology/Technician,51.0707,Health and Medical Administrative Services,51.07,Health Professions and Related Programs,51,TCAT,Crump,Henderson/Chester County's ISC,"Chester County, Tennessee",47023,0,3,3
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,4,2,6
2019-20,"Drafting and Design Technology/Technician, General",15.1301,Drafting/Design Engineering Technologies/Technicians,15.13,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,2,2,4
2019-20,Electrician,46.0302,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,1,6,7
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,2,5,7
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,6,8,14
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,1,1,2
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,1,2,3
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,3,8,11
2019-20,Commercial and Advertising Art,50.0402,Design and Applied Arts,50.04,Visual and Performing Arts,50,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,3,2,5
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,0,39,39
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Crump,Main Campus,"Hardin County, Tennessee",47071,3,8,11
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Crump,Wayne County Technology Center,"Wayne County, Tennessee",47181,5,0,5
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Advanced Manufacturing Campus,"Dickson County, Tennessee",47043,0,4,4
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,7,4,11
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,1,14,15
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,2,0,2
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,1,12,13
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,2,13,15
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,2,9,11
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,4,10,14
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,3,9,12
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,1,16,17
2019-20,Commercial and Advertising Art,50.0402,Design and Applied Arts,50.04,Visual and Performing Arts,50,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,1,3,4
2019-20,Pharmacy Technician/Assistant,51.0805,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,0,13,13
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,1,33,34
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Dickson,Clarksville Extension,"Montgomery County, Tennessee",47125,2,6,8
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Dickson,Franklin Extension,"Williamson County, Tennessee",47187,1,16,17
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,8,3,11
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,5,9,14
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,6,4,10
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,4,17,21
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,3,14,17
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,1,10,11
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,2,8,10
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,6,6,12
2019-20,Commercial and Advertising Art,50.0402,Design and Applied Arts,50.04,Visual and Performing Arts,50,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,6,8,14
2019-20,Dental Assisting/Assistant,51.0601,Dental Support Services and Allied Professions,51.06,Health Professions and Related Programs,51,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,0,17,17
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,19,61,80
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Dickson,Main Campus,"Dickson County, Tennessee",47043,2,1,3
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Elizabethton,Arney Street Campus,"Carter County, Tennessee",47019,0,9,9
2019-20,Corrections,43.0102,Criminal Justice and Corrections,43.01,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services",43,TCAT,Elizabethton,Arney Street Campus,"Carter County, Tennessee",47019,0,3,3
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Elizabethton,Arney Street Campus,"Carter County, Tennessee",47019,1,5,6
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Elizabethton,Arney Street Campus,"Carter County, Tennessee",47019,4,15,19
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Elizabethton,Kingsport Higher Education Center,"Sullivan County, Tennessee",47165,7,39,46
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,6,9,15
2019-20,Electrician,46.0302,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,0,12,12
2019-20,Plumbing Technology/Plumber,46.0503,Plumbing and Related Water Supply Services,46.05,Construction Trades,46,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,12,16
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,8,12
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,1,17,18
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,22,26
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,9,13
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,7,11
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,2,15,17
2019-20,Phlebotomy Technician/Phlebotomist,51.1009,Clinical/Medical Laboratory Science/Research and Allied Professions,51.10,Health Professions and Related Programs,51,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,35,0,35
2019-20,Dietitian Assistant,51.3104,Dietetics and Clinical Nutrition Services,51.31,Health Professions and Related Programs,51,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,21,0,21
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,12,93,105
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Elizabethton,Main Campus,"Carter County, Tennessee",47019,4,6,10
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Harriman,Loudon County Technology Center,"Loudon County, Tennessee",47105,0,3,3
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Harriman,Loudon County Technology Center,"Loudon County, Tennessee",47105,2,1,3
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,1,0,1
2019-20,"Construction Trades, Other",46.9999,"Construction Trades, Other",46.99,Construction Trades,46,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,3,4,7
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,1,9,10
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,2,8,10
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,0,8,8
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Harriman,Main Campus,"Roane County, Tennessee",47145,1,11,12
